"artwork_id","artist_name","artist_id","category","title","year_created","medium","dimensions_cm","description","creation_context","artwork_style","notable_owners","bart_score","image_url"
"SHF013","Shepard Fairey","ART_SHF","Street Art","Liberté Print #07","2011","Screenprint on paper, signed edition","60x90","Liberté Print #07, exécutée par Shepard Fairey en 2011. Œuvre dans le style caractéristique de l'artiste, support screenprint on paper, signed edition.","Période créative 2011, série stylistique caractéristique.","Propaganda esthétique street, palette rouge-noir-crème","Peres Projects archives","78",""
"SHF014","Shepard Fairey","ART_SHF","Street Art","Obey Eye (08)","2007","Spray paint on board","120x80","Obey Eye (08), exécutée par Shepard Fairey en 2007. Œuvre dans le style caractéristique de l'artiste, support spray paint on board.","Période créative 2007, série stylistique caractéristique.","Propaganda esthétique street, palette rouge-noir-crème","Peres Projects archives","76",""
"SHF015","Shepard Fairey","ART_SHF","Street Art","Obey Eye (09)","2017","Mixed media stencil on canvas","75x100","Obey Eye (09), exécutée par Shepard Fairey en 2017. Œuvre dans le style caractéristique de l'artiste, support mixed media stencil on canvas.","Période créative 2017, série stylistique caractéristique.","Propaganda esthétique street, palette rouge-noir-crème","Collections privées US","87",""
"SHF016","Shepard Fairey","ART_SHF","Street Art","Power & Glory (10)","2012","Spray paint on board","60x90","Power & Glory (10), exécutée par Shepard Fairey en 2012. Œuvre dans le style caractéristique de l'artiste, support spray paint on board.","Période créative 2012, série stylistique caractéristique.","Propaganda esthétique street, palette rouge-noir-crème","Collections privées US","77",""
"SHF017","Shepard Fairey","ART_SHF","Street Art","Obey Eye (11)","2001","Screenprint on paper, signed edition","120x80","Obey Eye (11), exécutée par Shepard Fairey en 2001. Œuvre dans le style caractéristique de l'artiste, support screenprint on paper, signed edition.","Période créative 2001, série stylistique caractéristique.","Propaganda esthétique street, palette rouge-noir-crème","Peres Projects archives","79",""
"SHF018","Shepard Fairey","ART_SHF","Street Art","Imperial Glory (12)","2007","Acrylic and silkscreen on canvas","75x100","Imperial Glory (12), exécutée par Shepard Fairey en 2007. Œuvre dans le style caractéristique de l'artiste, support acrylic and silkscreen on canvas.","Période créative 2007, série stylistique caractéristique.","Propaganda esthétique street, palette rouge-noir-crème","Peres Projects archives","85",""
"SHF019","Shepard Fairey","ART_SHF","Street Art","Liberté Print #13","2000","Spray paint on board","100x70","Liberté Print #13, exécutée par Shepard Fairey en 2000. Œuvre dans le style caractéristique de l'artiste, support spray paint on board.","Période créative 2000, série stylistique caractéristique.","Propaganda esthétique street, palette rouge-noir-crème","Peres Projects archives","81",""
"SHF020","Shepard Fairey","ART_SHF","Street Art","Imperial Glory (14)","2002","Acrylic and silkscreen on canvas","60x90","Imperial Glory (14), exécutée par Shepard Fairey en 2002. Œuvre dans le style caractéristique de l'artiste, support acrylic and silkscreen on canvas.","Période créative 2002, série stylistique caractéristique.","Propaganda esthétique street, palette rouge-noir-crème","Collections privées US","70",""
"SHF021","Shepard Fairey","ART_SHF","Street Art","Power & Glory (15)","1995","Screenprint on paper, signed edition","75x100","Power & Glory (15), exécutée par Shepard Fairey en 1995. Œuvre dans le style caractéristique de l'artiste, support screenprint on paper, signed edition.","Période créative 1995, série stylistique caractéristique.","Propaganda esthétique street, palette rouge-noir-crème","Peres Projects archives","80",""
"SHF022","Shepard Fairey","ART_SHF","Street Art","Vote Print #16","1998","Spray paint on board","120x80","Vote Print #16, exécutée par Shepard Fairey en 1998. Œuvre dans le style caractéristique de l'artiste, support spray paint on board.","Période créative 1998, série stylistique caractéristique.","Propaganda esthétique street, palette rouge-noir-crème","Collections privées US","83",""
"SHF023","Shepard Fairey","ART_SHF","Street Art","Power & Glory (17)","2016","Acrylic and silkscreen on canvas","75x100","Power & Glory (17), exécutée par Shepard Fairey en 2016. Œuvre dans le style caractéristique de l'artiste, support acrylic and silkscreen on canvas.","Période créative 2016, série stylistique caractéristique.","Propaganda esthétique street, palette rouge-noir-crème","Obey Giant Studio","78",""
"SHF024","Shepard Fairey","ART_SHF","Street Art","Damaged (18)","1995","Spray paint on board","60x90","Damaged (18), exécutée par Shepard Fairey en 1995. Œuvre dans le style caractéristique de l'artiste, support spray paint on board.","Période créative 1995, série stylistique caractéristique.","Propaganda esthétique street, palette rouge-noir-crème","Obey Giant Studio","76",""
"SHF025","Shepard Fairey","ART_SHF","Street Art","Power & Glory (19)","2005","Screenprint on paper, signed edition","100x70","Power & Glory (19), exécutée par Shepard Fairey en 2005. Œuvre dans le style caractéristique de l'artiste, support screenprint on paper, signed edition.","Période créative 2005, série stylistique caractéristique.","Propaganda esthétique street, palette rouge-noir-crème","Obey Giant Studio","83",""
"SHF026","Shepard Fairey","ART_SHF","Street Art","Power & Glory (20)","2011","Acrylic and silkscreen on canvas","120x80","Power & Glory (20), exécutée par Shepard Fairey en 2011. Œuvre dans le style caractéristique de l'artiste, support acrylic and silkscreen on canvas.","Période créative 2011, série stylistique caractéristique.","Propaganda esthétique street, palette rouge-noir-crème","Peres Projects archives","77",""
"SHF027","Shepard Fairey","ART_SHF","Street Art","Vote Print #21","2001","Mixed media stencil on canvas","75x100","Vote Print #21, exécutée par Shepard Fairey en 2001. Œuvre dans le style caractéristique de l'artiste, support mixed media stencil on canvas.","Période créative 2001, série stylistique caractéristique.","Propaganda esthétique street, palette rouge-noir-crème","Peres Projects archives","81",""
"SHF028","Shepard Fairey","ART_SHF","Street Art","Damaged (22)","2002","Spray paint on board","120x80","Damaged (22), exécutée par Shepard Fairey en 2002. Œuvre dans le style caractéristique de l'artiste, support spray paint on board.","Période créative 2002, série stylistique caractéristique.","Propaganda esthétique street, palette rouge-noir-crème","Collections privées US","88",""
"SHF029","Shepard Fairey","ART_SHF","Street Art","Damaged (23)","1997","Screenprint on paper, signed edition","60x90","Damaged (23), exécutée par Shepard Fairey en 1997. Œuvre dans le style caractéristique de l'artiste, support screenprint on paper, signed edition.","Période créative 1997, série stylistique caractéristique.","Propaganda esthétique street, palette rouge-noir-crème","Collections privées US","77",""
"SHF030","Shepard Fairey","ART_SHF","Street Art","Power & Glory (24)","2009","Acrylic and silkscreen on canvas","75x100","Power & Glory (24), exécutée par Shepard Fairey en 2009. Œuvre dans le style caractéristique de l'artiste, support acrylic and silkscreen on canvas.","Période créative 2009, série stylistique caractéristique.","Propaganda esthétique street, palette rouge-noir-crème","Collections privées US","72",""
"SHF031","Shepard Fairey","ART_SHF","Street Art","Vote Print #25","2019","Mixed media stencil on canvas","60x90","Vote Print #25, exécutée par Shepard Fairey en 2019. Œuvre dans le style caractéristique de l'artiste, support mixed media stencil on canvas.","Période créative 2019, série stylistique caractéristique.","Propaganda esthétique street, palette rouge-noir-crème","Collections privées US","86",""
"SHF032","Shepard Fairey","ART_SHF","Street Art","Liberté Print #26","2009","Mixed media stencil on canvas","75x100","Liberté Print #26, exécutée par Shepard Fairey en 2009. Œuvre dans le style caractéristique de l'artiste, support mixed media stencil on canvas.","Période créative 2009, série stylistique caractéristique.","Propaganda esthétique street, palette rouge-noir-crème","Obey Giant Studio","84",""
"SHF033","Shepard Fairey","ART_SHF","Street Art","Obey Eye (27)","2017","Screenprint on paper, signed edition","100x70","Obey Eye (27), exécutée par Shepard Fairey en 2017. Œuvre dans le style caractéristique de l'artiste, support screenprint on paper, signed edition.","Période créative 2017, série stylistique caractéristique.","Propaganda esthétique street, palette rouge-noir-crème","Peres Projects archives","70",""
"SHF034","Shepard Fairey","ART_SHF","Street Art","Stencil Series #28","2011","Screenprint on paper, signed edition","60x90","Stencil Series #28, exécutée par Shepard Fairey en 2011. Œuvre dans le style caractéristique de l'artiste, support screenprint on paper, signed edition.","Période créative 2011, série stylistique caractéristique.","Propaganda esthétique street, palette rouge-noir-crème","Peres Projects archives","82",""
"SHF035","Shepard Fairey","ART_SHF","Street Art","Liberté Print #29","2000","Mixed media stencil on canvas","120x80","Liberté Print #29, exécutée par Shepard Fairey en 2000. Œuvre dans le style caractéristique de l'artiste, support mixed media stencil on canvas.","Période créative 2000, série stylistique caractéristique.","Propaganda esthétique street, palette rouge-noir-crème","Peres Projects archives","70",""
"SHF036","Shepard Fairey","ART_SHF","Street Art","Obey Eye (30)","2018","Screenprint on paper, signed edition","60x90","Obey Eye (30), exécutée par Shepard Fairey en 2018. Œuvre dans le style caractéristique de l'artiste, support screenprint on paper, signed edition.","Période créative 2018, série stylistique caractéristique.","Propaganda esthétique street, palette rouge-noir-crème","Collections privées US","88",""
"SHF037","Shepard Fairey","ART_SHF","Street Art","Vote Print #31","2015","Mixed media stencil on canvas","120x80","Vote Print #31, exécutée par Shepard Fairey en 2015. Œuvre dans le style caractéristique de l'artiste, support mixed media stencil on canvas.","Période créative 2015, série stylistique caractéristique.","Propaganda esthétique street, palette rouge-noir-crème","Collections privées US","79",""
"SHF038","Shepard Fairey","ART_SHF","Street Art","Vote Print #32","2019","Mixed media stencil on canvas","60x90","Vote Print #32, exécutée par Shepard Fairey en 2019. Œuvre dans le style caractéristique de l'artiste, support mixed media stencil on canvas.","Période créative 2019, série stylistique caractéristique.","Propaganda esthétique street, palette rouge-noir-crème","Obey Giant Studio","77",""
"SHF039","Shepard Fairey","ART_SHF","Street Art","Stencil Series #33","2017","Screenprint on paper, signed edition","120x80","Stencil Series #33, exécutée par Shepard Fairey en 2017. Œuvre dans le style caractéristique de l'artiste, support screenprint on paper, signed edition.","Période créative 2017, série stylistique caractéristique.","Propaganda esthétique street, palette rouge-noir-crème","Collections privées US","83",""
"SHF040","Shepard Fairey","ART_SHF","Street Art","Floral Star (34)","1998","Acrylic and silkscreen on canvas","60x90","Floral Star (34), exécutée par Shepard Fairey en 1998. Œuvre dans le style caractéristique de l'artiste, support acrylic and silkscreen on canvas.","Période créative 1998, série stylistique caractéristique.","Propaganda esthétique street, palette rouge-noir-crème","Peres Projects archives","78",""
"MRB001","Mr. Brainwash","ART_MRB","Street Art","Madonna with Child","2010","Mixed media on paper","100x70","Hommage Madonna en mère, technique collage et peinture.","Période post-Exit Through The Gift Shop.","Pop street art mixte","Collection privée","95",""
